% Column 0: Length, mm
% Column 1: B.n, Tesla
0.00000000e+000	1.09516423e-003	
2.38848405e-001	1.50537494e-003	
4.77696810e-001	1.75149403e-002	
7.16545215e-001	4.64661904e-002	
9.55393619e-001	7.65079600e-002	
1.19424202e+000	1.09206422e-001	
1.43309043e+000	1.42112975e-001	
1.67193883e+000	1.62959119e-001	
1.91078724e+000	1.70063169e-001	
2.14963564e+000	1.73900608e-001	
2.38848405e+000	1.75831705e-001	
2.62733245e+000	1.76965924e-001	
2.86618086e+000	1.78035113e-001	
3.10502926e+000	1.79113881e-001	
3.34387767e+000	1.80202430e-001	
3.58272607e+000	1.81356540e-001	
3.82157448e+000	1.82755914e-001	
4.06042288e+000	1.84155289e-001	
4.29927129e+000	1.84738368e-001	
4.53811969e+000	1.85034009e-001	
4.77696810e+000	1.84762733e-001	
5.01581650e+000	1.83136823e-001	
5.25466491e+000	1.81510913e-001	
5.49351331e+000	1.79961534e-001	
5.73236172e+000	1.78430332e-001	
5.97121012e+000	1.77168757e-001	
6.21005853e+000	1.76425363e-001	
6.44890693e+000	1.75681969e-001	
6.68775534e+000	1.74971279e-001	
6.92660374e+000	1.74265198e-001	
7.16545215e+000	1.73487053e-001	
7.40430055e+000	1.72605502e-001	
7.64314896e+000	1.71723952e-001	
7.88199736e+000	1.70287221e-001	
8.12084577e+000	1.67804818e-001	
8.35969417e+000	1.60927789e-001	
8.59854258e+000	1.45103870e-001	
8.83739098e+000	1.25115788e-001	
9.07623938e+000	1.12315405e-001	
9.31508779e+000	1.06434156e-001	
9.55393619e+000	1.03857340e-001	
9.79278460e+000	1.08619211e-001	
1.00316330e+001	1.19551700e-001	
1.02704814e+001	1.36424797e-001	
1.05093298e+001	1.67878310e-001	
1.07481782e+001	2.03340649e-001	
1.09870266e+001	2.66629350e-001	
1.12258750e+001	3.42662390e-001	
1.14647234e+001	3.96538075e-001	
1.17035718e+001	4.30814739e-001	
1.19424202e+001	4.50702548e-001	
1.21812686e+001	4.59606503e-001	
1.24201171e+001	4.60452278e-001	
1.26589655e+001	4.53421550e-001	
1.28978139e+001	4.49595397e-001	
1.31366623e+001	4.52537869e-001	
1.33755107e+001	4.58138276e-001	
1.36143591e+001	4.64871486e-001	
1.38532075e+001	4.73085361e-001	
1.40920559e+001	4.76142873e-001	
